case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_prefix3_bitwise_oh_abc_g_aig,unsigned_floor_isqrt,prefix3_bitwise_oh+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex275/verilog/ex275_isqrt_prefix3_bitwise_oh.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex275/aigs/ex275_isqrt_prefix3_bitwise_oh_abc_g_aig.aig,1,1,1,46,8,368,204,1.803922,0,0,0.203,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_bitwise_oh; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_oh_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise_oh+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise_oh.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_oh_arith_wreduce_aig.aig,1,1,1,115,10,1150,632,1.819620,0,0,0.248,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise_oh; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_bitwise_oh_synth_preset,unsigned_floor_isqrt,prefix4_bitwise_oh+synth_preset,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise_oh.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_oh_synth_preset.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.330,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise_oh; flow=synth_preset
ex276,ex276_isqrt_prefix4_bitwise_oh_synth_preset_d6,unsigned_floor_isqrt,prefix4_bitwise_oh+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise_oh.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_oh_synth_preset_d6.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.324,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise_oh; flow=synth_preset_d6
ex276,ex276_isqrt_prefix4_bitwise_oh_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise_oh+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise_oh.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_oh_synth_preset_d8.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.354,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise_oh; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_bitwise_oh_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise_oh+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise_oh.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_oh_synth_preset_d10.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.323,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise_oh; flow=synth_preset_d10
ex276,ex276_isqrt_prefix5_bitwise_oh_abc_g_aig,unsigned_floor_isqrt,prefix5_bitwise_oh+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_bitwise_oh.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_bitwise_oh_abc_g_aig.aig,1,1,1,140,9,1260,632,1.993671,0,0,0.238,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise_oh; flow=abc_g_aig
ex276,ex276_isqrt_prefix5_bitwise_oh_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_bitwise_oh+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_bitwise_oh.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_bitwise_oh_wreduce_abc_g_aig.aig,1,1,1,140,9,1260,632,1.993671,0,0,0.246,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise_oh; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix5_bitwise_oh_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_bitwise_oh+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_bitwise_oh.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_bitwise_oh_arith_wreduce_aig.aig,1,1,1,132,10,1320,632,2.088608,0,0,0.254,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise_oh; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix5_bitwise_oh_synth_preset,unsigned_floor_isqrt,prefix5_bitwise_oh+synth_preset,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_bitwise_oh.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_bitwise_oh_synth_preset.aig,1,1,1,128,10,1280,632,2.025316,0,0,0.325,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise_oh; flow=synth_preset
ex276,ex276_isqrt_prefix5_bitwise_oh_synth_preset_d6,unsigned_floor_isqrt,prefix5_bitwise_oh+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_bitwise_oh.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_bitwise_oh_synth_preset_d6.aig,1,1,1,128,10,1280,632,2.025316,0,0,0.318,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise_oh; flow=synth_preset_d6
ex276,ex276_isqrt_prefix5_bitwise_oh_synth_preset_d8,unsigned_floor_isqrt,prefix5_bitwise_oh+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_bitwise_oh.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_bitwise_oh_synth_preset_d8.aig,1,1,1,128,10,1280,632,2.025316,0,0,0.325,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise_oh; flow=synth_preset_d8
ex276,ex276_isqrt_prefix5_bitwise_oh_synth_preset_d10,unsigned_floor_isqrt,prefix5_bitwise_oh+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_bitwise_oh.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_bitwise_oh_synth_preset_d10.aig,1,1,1,128,10,1280,632,2.025316,0,0,0.324,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_bitwise_oh; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.272,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.274,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_arith_wreduce_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.278,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.349,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d6.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.349,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d8.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.353,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d10.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.347,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.226,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=abc_g_aig
ex276,ex276_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.229,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_arith_wreduce_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.231,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=arith_wreduce_aig
ex276,ex276_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.307,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset
ex276,ex276_isqrt_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d6.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.310,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d6
ex276,ex276_isqrt_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d8.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.309,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d8
ex276,ex276_isqrt_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_onehot_bitwise_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d10.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.305,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d10
