case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_prefix3_ge_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix3_ge_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/verilog/ex275_isqrt_prefix3_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex275/aigs/ex275_isqrt_prefix3_ge_bitwise_abc_g_aig.aig,1,1,1,47,8,376,204,1.843137,0,0,0.289,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_ge_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset.aig,1,1,1,101,10,1010,632,1.598101,0,0,0.347,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d6.aig,1,1,1,101,10,1010,632,1.598101,0,0,0.343,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d8.aig,1,1,1,101,10,1010,632,1.598101,0,0,0.340,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d10.aig,1,1,1,101,10,1010,632,1.598101,0,0,0.350,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_prefix5_ge_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix5_ge_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_bitwise_abc_g_aig.aig,1,1,1,129,10,1290,632,2.041139,0,0,0.294,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix5_ge_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_ge_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_bitwise_wreduce_abc_g_aig.aig,1,1,1,129,10,1290,632,2.041139,0,0,0.268,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix5_ge_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_ge_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_bitwise_arith_wreduce_aig.aig,1,1,1,138,10,1380,632,2.183544,0,0,0.277,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix5_ge_bitwise_synth_preset,unsigned_floor_isqrt,prefix5_ge_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_bitwise_synth_preset.aig,1,1,1,118,9,1062,632,1.680380,0,0,0.344,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix5_ge_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix5_ge_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_bitwise_synth_preset_d6.aig,1,1,1,118,9,1062,632,1.680380,0,0,0.345,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix5_ge_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix5_ge_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_bitwise_synth_preset_d8.aig,1,1,1,118,9,1062,632,1.680380,0,0,0.346,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix5_ge_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix5_ge_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_bitwise_synth_preset_d10.aig,1,1,1,118,9,1062,632,1.680380,0,0,0.336,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.277,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.283,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_arith_wreduce_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.282,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.355,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d6.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.340,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d8.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.346,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d10.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.349,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.286,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=abc_g_aig
ex276,ex276_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.236,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_arith_wreduce_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.240,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=arith_wreduce_aig
ex276,ex276_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.314,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset
ex276,ex276_isqrt_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d6.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.324,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d6
ex276,ex276_isqrt_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d8.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.352,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d8
ex276,ex276_isqrt_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_shared_ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d10.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.314,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d10
